"Agency","Subagency","Title","accountID","Obligation"
"Department of Defense","Trust Funds","Support for U.S. Relocation to Guam Activities",3003,4765221.81
"Department of Defense","Trust Funds","Department of Defense General Gift Fund",2996,378311.26
"Department of Defense","Trust Funds","Department of the Air Force General Gift Fund",1727,2869705.9
"Department of Defense","Trust Funds","Bequest of Major General Fred C. Ainsworth, Library, Walter Reed General Hospital",1443,0
"Department of Defense","Trust Funds","Department of the Army General Gift Fund",1444,7423810.19
"Department of Defense","Trust Funds","Department of the Navy General Gift Fund",1089,1436720.79
"Department of Defense","Trust Funds","Ships' Stores Profits, Navy",1090,7576408.84
"Department of Defense","Trust Funds","United States Naval General Gift Fund",1091,7980841.65
"Department of Defense","Trust Funds","National Security Education Trust Fund",2999,0
"Department of Defense","Trust Funds","Foreign National Employees Separation Pay",2998,5753512.51
"Department of Defense","Trust Funds","Air Force Cadet Fund",1726,0
"Department of Defense","Trust Funds","Surcharge Collections, Sales of Commissary Stores, Defense",2997,89832496.44
"Department of Education","Office of Elementary and Secondary Education","Education for the Disadvantaged",2833,11228856111.94
"Department of Education","Office of Elementary and Secondary Education","Chicago Litigation Settlement",2813,0
"Department of Education","Office of Elementary and Secondary Education","Impact Aid",2799,1083142088.7
"Department of Education","Office of Elementary and Secondary Education","School Improvement Programs",2835,1704562409.32
"Department of Education","Office of Elementary and Secondary Education","Safe Schools and Citizenship Education",2808,73543291.47
"Department of Education","Office of Elementary and Secondary Education","Indian Education",2798,122442.3
"Department of Education","Office of Innovation and Improvement","Innovation and Improvement",2809,381117749.9
"Department of Education","Office of English Language Acquisition","English Language Acquisition",2838,6080835.54
"Department of Education","Office of Special Education and Rehabilitative Services","Special Education",2823,9237932224.86
"Department of Education","Office of Special Education and Rehabilitative Services","Rehabilitation Services",2824,1873056993.75
"Department of Education","Office of Special Education and Rehabilitative Services","American Printing House for the Blind",2827,14590258
"Department of Education","Office of Special Education and Rehabilitative Services","National Technical Institute for the Deaf",2828,40169540
"Department of Education","Office of Special Education and Rehabilitative Services","Gallaudet University",2829,69577825
"Department of Education","Office of Career, Technical, and Adult Education","Career, Technical and Adult Education",2826,773227086.81
"Department of Education","Office of Postsecondary Education","Higher Education",2806,3088569.93
"Department of Education","Office of Postsecondary Education","Howard University",2830,123858021
"Department of Education","Office of Postsecondary Education","College Housing and Academic Facilities Loans Program Account",2817,198085.24
"Department of Education","Office of Postsecondary Education","Historically Black College and University Capital Financing, Program Account",2841,115871.31
"Department of Education","Office of Postsecondary Education","College Housing and Academic Facilities Loans Liquidating Account",2818,0
"Department of Education","Office of Postsecondary Education","Higher Education Facilities Loans",2816,60197.48
"Department of Education","Office of Postsecondary Education","College Housing Loans",2843,268188.46
"Department of Education","Office of Federal Student Aid","Student Financial Assistance",2805,3358374713.69
"Department of Education","Office of Federal Student Aid","Iraq and Afghanistan Service Grants Program",2821,203338.91
"Department of Education","Office of Federal Student Aid","Student Aid Administration",2807,519027797.11
"Department of Education","Office of Federal Student Aid","TEACH Grant Program Account",2811,3756557
"Department of Education","Office of Federal Student Aid","Federal Student Loan Reserve Fund",2848,12483200
"Department of Education","Office of Federal Student Aid","Federal Direct Student Loan Program Account",2819,0
"Department of Education","Office of Federal Student Aid","Federal Family Education Loan Liquidating Account",2814,68337391
"Department of Education","Office of Federal Student Aid","Health Education Assistance Loans Liquidating Account",2850,746896.84
"Department of Education","Institute of Education Sciences","Institute of Education Sciences",2837,230121410.74
"Department of Education","Departmental Management","Program Administration",2832,189690992.29
"Department of Education","Departmental Management","Contributions",2861,343940.09
"Department of Education","Departmental Management","Office for Civil Rights",2831,51036639.7
"Department of Education","Departmental Management","Office of Inspector General",2839,26741282
"Department of Education","Departmental Management","Office of Inspector General, Recovery Act",2840,0
"Department of Education","Hurricane Education Recovery","Hurricane Education Recovery",2797,0
"Department of Energy","National Nuclear Security Administration","Federal Salaries and Expenses",2728,173006774.42
"Department of Energy","National Nuclear Security Administration","Naval Reactors",2729,1502150282.8
"Department of Energy","National Nuclear Security Administration","Weapons Activities",2715,5513409578.75
"Department of Energy","National Nuclear Security Administration","Defense Nuclear Nonproliferation",2726,932847984.58
"Department of Energy","National Nuclear Security Administration","Cerro Grande Fire Activities",2727,0
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Restoration and Waste Management",2716,0
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Cleanup",2721,2765960859.84
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Services",2719,0
"Department of Energy","Environmental and Other Defense Activities","Other Defense Activities",2717,870427833.82
"Department of Energy","Environmental and Other Defense Activities","Defense Nuclear Waste Disposal",2718,0
"Department of Energy","Energy Programs","Science",2706,2768712471.26
"Department of Energy","Energy Programs","Advanced Research Projects Agency--Energy",2741,148841885.2
"Department of Energy","Energy Programs","Energy Supply and Conservation",2707,751.44
"Department of Energy","Energy Programs","Nuclear Energy",2732,558203826.52
"Department of Energy","Energy Programs","Electricity Delivery and Energy Reliability",2731,46038347.23
"Department of Energy","Energy Programs","Legacy Management",2733,0
"Department of Energy","Energy Programs","Energy Efficiency and Renewable Energy",2734,958475306.46
"Department of Energy","Energy Programs","Non-defense Environmental Cleanup",2730,143350787.56
"Department of Energy","Energy Programs","Fossil Energy Research and Development",2699,160869718.83
"Department of Energy","Energy Programs","Naval Petroleum and Oil Shale Reserves",2705,5812741.25
"Department of Energy","Energy Programs","Energy Conservation",2701,0
"Department of Energy","Energy Programs","Strategic Petroleum Reserve",2704,109863796.18
"Department of Energy","Energy Programs","Emergency Preparedness",2711,0
"Department of Energy","Energy Programs","SPR Petroleum Account",2710,567000
"Department of Energy","Energy Programs","Energy Security and Infrastructure Modernization Fund",2773,0
